Factura,Fecha,Customer_ID,Sexo,Venta ($),Ciudad,Product ID
227800,22/8/2019,173273,#ERROR!,  6.046 ,Flores,1
227801,22/8/2019,170640,#ERROR!,  4.030 ,Durazno,2
227802,22/8/2019,169256,#ERROR!,  3.223 ,Rocha,10
227799,22/8/2019,204720,#ERROR!,  2.214 ,Flores,3
227799,22/8/2019,204720,#ERROR!,  5.925 ,Flores,26
227796,22/8/2019,171451,#ERROR!,  4.462 ,Montevideo Periferia,0
227798,22/8/2019,169398,#ERROR!,  4.030 ,Flores,2
227797,22/8/2019,181718,#ERROR!,  6.046 ,Colonia,1
227795,22/8/2019,912977,#ERROR!,  9.798 ,Treinta y Tres,18
227794,22/8/2019,156366,#ERROR!,  2.214 ,Fray Bentos,3
227793,22/8/2019,166990,#ERROR!,  5.079 ,Paysandú,0
227791,22/8/2019,166572,#ERROR!,  4.030 ,Rocha,2
227792,22/8/2019,165903,#ERROR!,  3.627 ,Rocha,2
227789,22/8/2019,908363,#ERROR!,  9.798 ,Rivera,18
227790,22/8/2019,194554,#ERROR!,  6.894 ,Cerro Largo,24
227788,22/8/2019,117362,#ERROR!,  5.643 ,Montevideo Céntrico,0
227786,22/8/2019,173444,#ERROR!,  3.223 ,Treinta y Tres,4
227786,22/8/2019,173444,#ERROR!,  4.030 ,Treinta y Tres,2
227787,22/8/2019,134730,#ERROR!,  7.135 ,Montevideo Céntrico,20
227781,22/8/2019,165745,#ERROR!,  1.993 ,Canelones,3
227782,22/8/2019,212317,#ERROR!,  9.798 ,San José,18
227785,22/8/2019,183950,#ERROR!,  6.046 ,Montevideo Céntrico,1
227784,22/8/2019,153341,#ERROR!,  6.046 ,Paysandú,1
227783,22/8/2019,153237,#ERROR!,  4.030 ,Cerro Largo,14
227783,22/8/2019,153237,#ERROR!,  4.030 ,Cerro Largo,2
227780,22/8/2019,169456,#ERROR!,  3.627 ,Canelones,2
227781,22/8/2019,165745,#ERROR!,  9.798 ,Canelones,18
227778,22/8/2019,170983,#ERROR!,  5.442 ,Treinta y Tres,1
227779,22/8/2019,150777,#ERROR!,  4.030 ,Canelones,2
227777,22/8/2019,162439,#ERROR!,  5.442 ,Canelones,1
227775,22/8/2019,699458,#ERROR!,  5.764 ,San José,1
227776,22/8/2019,159590,#ERROR!,  803 ,San José,3
227773,22/8/2019,199062,#ERROR!,  3.627 ,Salto,2
227774,22/8/2019,214942,#ERROR!,  10.887 ,Soriano,18
227758,22/8/2019,201641,#ERROR!,  2.214 ,Maldonado,3
227759,22/8/2019,177021,#ERROR!,  9.798 ,San José,18
227757,22/8/2019,163558,#ERROR!,  9.798 ,Colonia,18
227756,22/8/2019,134215,#ERROR!,  3.223 ,Durazno,4
227756,22/8/2019,134215,#ERROR!,  3.223 ,Durazno,10
227752,22/8/2019,138289,#ERROR!,  3.223 ,Montevideo Céntrico,4
227751,22/8/2019,150889,#ERROR!,  3.223 ,Treinta y Tres,4
227745,22/8/2019,179815,#ERROR!,  3.627 ,Maldonado,0
227744,22/8/2019,181665,#ERROR!,  5.079 ,Treinta y Tres,0
227741,22/8/2019,158170,#ERROR!,  2.901 ,Colonia,4
227742,22/8/2019,181665,#ERROR!,  4.030 ,Treinta y Tres,2
227741,22/8/2019,158170,#ERROR!,  2.901 ,Colonia,10
227735,22/8/2019,139495,#ERROR!,  5.079 ,Canelones,0
227732,22/8/2019,188636,#ERROR!,  3.627 ,Rivera,2
227733,22/8/2019,139495,#ERROR!,  5.805 ,Canelones,12
227729,22/8/2019,118674,#ERROR!,  5.442 ,San José,1
227725,22/8/2019,170848,#ERROR!,  2.214 ,Rocha,3
227725,22/8/2019,170848,#ERROR!,  3.223 ,Rocha,4
227723,22/8/2019,135668,#ERROR!,  4.030 ,Paysandú,2
227725,22/8/2019,170848,#ERROR!,  3.223 ,Rocha,10
227721,22/8/2019,105793,#ERROR!,  3.627 ,Salto,2
227719,22/8/2019,255475,#ERROR!,  3.990 ,Treinta y Tres,9
227721,22/8/2019,105793,#ERROR!,  1.993 ,Salto,3
227716,22/8/2019,198087,#ERROR!,  10.887 ,Soriano,18
227717,22/8/2019,168785,#ERROR!,  10.887 ,Artigas,18
227718,22/8/2019,162044,#ERROR!,  2.901 ,Salto,4
227715,22/8/2019,167665,#ERROR!,  2.901 ,Salto,4
227711,22/8/2019,182407,#ERROR!,  6.046 ,Rocha,1
227712,22/8/2019,261010,#ERROR!,  4.030 ,Artigas,2
227713,22/8/2019,190872,#ERROR!,  2.901 ,Salto,4
227713,22/8/2019,190872,#ERROR!,  3.627 ,Salto,2
227714,22/8/2019,723463,#ERROR!,  3.627 ,Salto,2
227710,22/8/2019,137245,#ERROR!,  4.030 ,Salto,2
227706,22/8/2019,923552,#ERROR!,  4.030 ,Rivera,2
227707,22/8/2019,917887,#ERROR!,  5.442 ,Salto,1
227708,22/8/2019,191347,#ERROR!,  6.450 ,Florida,12
227709,22/8/2019,157810,#ERROR!,  10.887 ,Colonia,18
227705,22/8/2019,154652,#ERROR!,  6.531 ,Soriano,19
227704,22/8/2019,902562,#ERROR!,  3.627 ,Salto,2
227705,22/8/2019,154652,#ERROR!,  1.993 ,Soriano,3
226224,13/8/2019,109530,#ERROR!,  5.333 ,Rivera,20
226225,13/8/2019,186391,#ERROR!,  4.462 ,Rivera,0
226226,13/8/2019,155639,#ERROR!,  5.442 ,Treinta y Tres,1
226227,13/8/2019,186596,#ERROR!,  3.627 ,Montevideo Periferia,2
226228,13/8/2019,104284,#ERROR!,  4.030 ,Rivera,2
226229,13/8/2019,192107,#ERROR!,  2.901 ,Rivera,4
226229,13/8/2019,192107,#ERROR!,  2.901 ,Rivera,10
226230,13/8/2019,162094,#ERROR!,  3.223 ,Soriano,4
226231,13/8/2019,154852,#ERROR!,  3.223 ,Rocha,4
226232,13/8/2019,173029,#ERROR!,  9.798 ,Rivera,18
226233,13/8/2019,173029,#ERROR!,  2.214 ,Rivera,3
226234,13/8/2019,156421,#ERROR!,  2.901 ,Rivera,4
226235,13/8/2019,190792,#ERROR!,  2.214 ,San José,3
226236,13/8/2019,174335,#ERROR!,  4.030 ,Artigas,2
226237,13/8/2019,186386,#ERROR!,  3.223 ,Maldonado,4
226238,13/8/2019,116073,#ERROR!,  4.030 ,Montevideo Céntrico,2
226239,13/8/2019,170867,#ERROR!,  3.223 ,Montevideo Céntrico,4
226239,13/8/2019,170867,#ERROR!,  3.223 ,Montevideo Céntrico,10
226240,13/8/2019,164079,#ERROR!,  9.798 ,Florida,18
226240,13/8/2019,164079,#ERROR!,  2.901 ,Florida,10
226240,13/8/2019,164079,#ERROR!,  1.993 ,Florida,3
226240,13/8/2019,164079,#ERROR!,  3.627 ,Florida,2
227699,22/8/2019,139196,#ERROR!,  3.627 ,Rivera,0
227700,22/8/2019,153797,#ERROR!,  4.030 ,Montevideo Céntrico,2
227697,22/8/2019,160647,#ERROR!,  3.627 ,Montevideo Periferia,2
227698,22/8/2019,156412,#ERROR!,  10.887 ,Montevideo Céntrico,18
227688,22/8/2019,108324,#ERROR!,  3.223 ,Montevideo Periferia,4
227686,22/8/2019,184076,#ERROR!,  5.079 ,Canelones,0
227687,22/8/2019,185836,#ERROR!,  7.256 ,Canelones,19
227683,22/8/2019,176994,#ERROR!,  1.993 ,Canelones,3
227684,22/8/2019,265656,#ERROR!,  9.798 ,Rivera,18
227684,22/8/2019,265656,#ERROR!,  1.993 ,Rivera,3
227685,22/8/2019,161073,#ERROR!,  5.079 ,Canelones,0
227682,22/8/2019,161038,#ERROR!,  2.214 ,Canelones,3
226213,13/8/2019,132941,#ERROR!,  2.214 ,Paysandú,3
226214,13/8/2019,169115,#ERROR!,  2.214 ,Paysandú,3
226215,13/8/2019,173189,#ERROR!,  9.798 ,Treinta y Tres,18
226215,13/8/2019,173189,#ERROR!,  1.993 ,Treinta y Tres,3
226216,13/8/2019,215725,#ERROR!,  2.214 ,Rivera,3
226217,13/8/2019,242622,#ERROR!,  6.046 ,Maldonado,1
226218,13/8/2019,173189,#ERROR!,  9.798 ,Treinta y Tres,18
226219,13/8/2019,173189,#ERROR!,  2.214 ,Treinta y Tres,3
226220,13/8/2019,172703,#ERROR!,  5.442 ,Rocha,1
226221,13/8/2019,177057,#ERROR!,  3.223 ,Treinta y Tres,10
226222,13/8/2019,189365,#ERROR!,  10.887 ,Colonia,18
227680,22/8/2019,138409,#ERROR!,  4.030 ,Maldonado,2
227681,22/8/2019,165575,#ERROR!,  1.993 ,Soriano,3
227681,22/8/2019,165575,#ERROR!,  6.531 ,Soriano,19
227666,22/8/2019,153433,#ERROR!,  3.627 ,Rivera,2
227668,22/8/2019,151882,#ERROR!,  3.627 ,Maldonado,0
227662,22/8/2019,181269,#ERROR!,  2.214 ,Rivera,3
227663,22/8/2019,157094,#ERROR!,  1.993 ,Rivera,3
227660,22/8/2019,194460,#ERROR!,  6.046 ,Montevideo Céntrico,1
227661,22/8/2019,155032,#ERROR!,  6.530 ,Maldonado,25
227659,22/8/2019,166721,#ERROR!,  9.798 ,Treinta y Tres,18
227658,22/8/2019,168670,#ERROR!,  1.993 ,Rocha,3
227656,22/8/2019,172439,#ERROR!,  3.627 ,San José,0
227645,22/8/2019,154014,#ERROR!,  2.901 ,Rivera,10
227646,22/8/2019,172627,#ERROR!,  3.627 ,Rivera,2
227647,22/8/2019,181269,#ERROR!,  9.798 ,Rivera,18
227648,22/8/2019,134646,#ERROR!,  5.643 ,Montevideo Céntrico,0
227645,22/8/2019,154014,#ERROR!,  2.901 ,Rivera,4
227644,22/8/2019,121340,#ERROR!,  2.214 ,Montevideo Céntrico,3
227643,22/8/2019,184677,#ERROR!,  3.627 ,Florida,2
227637,22/8/2019,176970,#ERROR!,  10.887 ,Canelones,18
227637,22/8/2019,176970,#ERROR!,  3.223 ,Canelones,10
227637,22/8/2019,176970,#ERROR!,  3.223 ,Canelones,4
227636,22/8/2019,174078,#ERROR!,  10.157 ,Montevideo Céntrico,0
227634,22/8/2019,168883,#ERROR!,  6.168 ,Montevideo Periferia,13
227633,22/8/2019,180182,#ERROR!,  2.214 ,Maldonado,3
227633,22/8/2019,180182,#ERROR!,  10.887 ,Maldonado,18
227632,22/8/2019,138489,#ERROR!,  5.442 ,Montevideo Periferia,1
227628,22/8/2019,203210,#ERROR!,  5.442 ,Montevideo Periferia,1
227629,22/8/2019,820119,#ERROR!,  2.901 ,Montevideo Periferia,4
227630,22/8/2019,145873,#ERROR!,  2.901 ,Montevideo Periferia,4
227631,22/8/2019,174031,#ERROR!,  9.798 ,Treinta y Tres,18
227627,22/8/2019,203210,#ERROR!,  6.046 ,Montevideo Periferia,1
227614,22/8/2019,165025,#ERROR!,  3.223 ,Colonia,4
227614,22/8/2019,165025,#ERROR!,  10.887 ,Colonia,18
227610,22/8/2019,160523,#ERROR!,  3.223 ,Treinta y Tres,4
227609,22/8/2019,974606,#ERROR!,  4.030 ,Paysandú,2
227608,22/8/2019,101732,#ERROR!,  10.887 ,Fray Bentos,18
227608,22/8/2019,101732,#ERROR!,  4.030 ,Fray Bentos,2
227605,22/8/2019,206385,#ERROR!,  1.993 ,Montevideo Céntrico,3
227606,22/8/2019,233010,#ERROR!,  4.716 ,Colonia,14
227607,22/8/2019,105577,#ERROR!,  4.030 ,Paysandú,2
227605,22/8/2019,206385,#ERROR!,  9.798 ,Montevideo Céntrico,18
227604,22/8/2019,145314,#ERROR!,  5.805 ,Montevideo Céntrico,12
227601,22/8/2019,145256,#ERROR!,  10.887 ,Maldonado,18
227602,22/8/2019,130584,#ERROR!,  1.993 ,Maldonado,3
227603,22/8/2019,185391,#ERROR!,  3.627 ,Paysandú,2
227600,22/8/2019,213599,#ERROR!,  10.887 ,Artigas,18
227598,21/8/2019,189680,#ERROR!,  5.442 ,Florida,1
227596,21/8/2019,144985,#ERROR!,  2.901 ,Florida,4
227597,21/8/2019,170659,#ERROR!,  6.046 ,Florida,1
227595,21/8/2019,126425,#ERROR!,  2.214 ,Florida,3
227596,21/8/2019,144985,#ERROR!,  9.798 ,Florida,18
227592,21/8/2019,190772,#ERROR!,  2.214 ,San José,3
227594,21/8/2019,188529,#ERROR!,  3.627 ,Montevideo Periferia,2
227593,21/8/2019,170246,#ERROR!,  803 ,Florida,3
227589,21/8/2019,184331,#ERROR!,  3.627 ,Salto,2
227590,21/8/2019,257726,#ERROR!,  6.046 ,Durazno,1
227591,21/8/2019,208075,#ERROR!,  9.798 ,San José,18
227587,21/8/2019,265656,#ERROR!,  6.046 ,Rivera,1
227588,21/8/2019,124057,#ERROR!,  9.798 ,Rivera,18
227583,21/8/2019,879857,#ERROR!,  6.046 ,Montevideo Céntrico,1
227581,21/8/2019,177599,#ERROR!,  10.887 ,Rivera,18
227580,21/8/2019,198086,#ERROR!,  5.442 ,Flores,1
227577,21/8/2019,210315,#ERROR!,  3.627 ,Colonia,2
227578,21/8/2019,129282,#ERROR!,  9.798 ,Flores,18
227575,21/8/2019,141506,#ERROR!,  3.627 ,Rivera,2
227576,21/8/2019,177010,#ERROR!,  9.798 ,Rivera,18
226188,13/8/2019,170858,#ERROR!,  3.223 ,Rocha,4
226189,13/8/2019,139033,#ERROR!,  3.223 ,Maldonado,4
226190,13/8/2019,174563,#ERROR!,  2.901 ,Rocha,4
226190,13/8/2019,174563,#ERROR!,  2.901 ,Rocha,10
226191,13/8/2019,192220,#ERROR!,  1.993 ,Florida,3
226192,13/8/2019,157835,#ERROR!,  3.223 ,Maldonado,4
226193,13/8/2019,187302,#ERROR!,  5.079 ,Soriano,0
226194,13/8/2019,179954,#ERROR!,  3.627 ,Colonia,2
226195,13/8/2019,189365,#ERROR!,  9.798 ,Colonia,18
226196,13/8/2019,186613,#ERROR!,  3.627 ,Durazno,2
226197,13/8/2019,177401,#ERROR!,  10.887 ,Artigas,18
226197,13/8/2019,177401,#ERROR!,  2.214 ,Artigas,3
226198,13/8/2019,176170,#ERROR!,  5.442 ,Salto,1
226199,13/8/2019,249680,#ERROR!,  4.030 ,Treinta y Tres,2
226200,13/8/2019,164728,#ERROR!,  4.030 ,Rocha,2
226201,13/8/2019,178032,#ERROR!,  3.627 ,Flores,2
226201,13/8/2019,178032,#ERROR!,  5.442 ,Flores,1
226202,13/8/2019,171483,#ERROR!,  3.627 ,Flores,2
226203,13/8/2019,173945,#ERROR!,  2.901 ,Salto,4
226203,13/8/2019,173945,#ERROR!,  2.901 ,Salto,10
226204,13/8/2019,212815,#ERROR!,  6.531 ,Fray Bentos,19
226205,13/8/2019,137195,#ERROR!,  6.046 ,Rocha,1
226206,13/8/2019,173945,#ERROR!,  4.030 ,Salto,2
226207,13/8/2019,187842,#ERROR!,  2.901 ,Paysandú,4
226207,13/8/2019,187842,#ERROR!,  2.901 ,Paysandú,10
226208,13/8/2019,187842,#ERROR!,  2.214 ,Paysandú,3
226209,13/8/2019,179959,#ERROR!,  5.877 ,Canelones,34
226210,13/8/2019,183003,#ERROR!,  2.901 ,Salto,4
226210,13/8/2019,183003,#ERROR!,  3.627 ,Salto,2
226211,13/8/2019,160429,#ERROR!,  3.223 ,Colonia,4
226211,13/8/2019,160429,#ERROR!,  6.046 ,Colonia,1
227574,21/8/2019,163901,#ERROR!,  3.627 ,Flores,2
227573,21/8/2019,181543,#ERROR!,  3.627 ,Treinta y Tres,2
227569,21/8/2019,181486,#ERROR!,  9.798 ,Treinta y Tres,18
227573,21/8/2019,181543,#ERROR!,  9.798 ,Treinta y Tres,18
227572,21/8/2019,174022,#ERROR!,  5.805 ,Montevideo Céntrico,12
227571,21/8/2019,191491,#ERROR!,  5.442 ,Rocha,1
227570,21/8/2019,894054,#ERROR!,  4.030 ,Treinta y Tres,2
227565,21/8/2019,105191,#ERROR!,  7.256 ,Fray Bentos,19
227566,21/8/2019,200712,#ERROR!,  6.853 ,Montevideo Céntrico,13
227566,21/8/2019,200712,#ERROR!,  4.030 ,Montevideo Céntrico,2
227567,21/8/2019,200712,#ERROR!,  5.079 ,Montevideo Céntrico,0
227568,21/8/2019,177080,#ERROR!,  3.223 ,Treinta y Tres,4
227564,21/8/2019,108796,#ERROR!,  4.957 ,Fray Bentos,0
227564,21/8/2019,108796,#ERROR!,  -   ,Fray Bentos,55
227563,21/8/2019,153797,#ERROR!,  3.223 ,Montevideo Céntrico,4
227558,21/8/2019,101251,#ERROR!,  2.901 ,Montevideo Periferia,4
227559,21/8/2019,185291,#ERROR!,  9.798 ,Maldonado,18
227560,21/8/2019,174090,#ERROR!,  3.223 ,Treinta y Tres,4
227562,21/8/2019,218156,#ERROR!,  6.046 ,Montevideo Céntrico,1
227561,21/8/2019,168860,#ERROR!,  1.993 ,Canelones,3
227555,21/8/2019,138313,#ERROR!,  5.442 ,Montevideo Céntrico,1
227556,21/8/2019,180261,#ERROR!,  3.627 ,Treinta y Tres,2
227557,21/8/2019,163598,#ERROR!,  9.798 ,Colonia,18
227555,21/8/2019,138313,#ERROR!,  2.901 ,Montevideo Céntrico,4
227555,21/8/2019,138313,#ERROR!,  5.805 ,Montevideo Céntrico,12
227554,21/8/2019,137762,#ERROR!,  1.993 ,Rivera,3
227553,21/8/2019,132323,#ERROR!,  2.901 ,Soriano,4
227552,21/8/2019,949744,#ERROR!,  5.079 ,Soriano,0
227550,21/8/2019,181680,#ERROR!,  10.887 ,Montevideo Céntrico,18
227551,21/8/2019,179958,#ERROR!,  4.030 ,Treinta y Tres,2
227549,21/8/2019,220426,#ERROR!,  -   ,Fray Bentos,55
227549,21/8/2019,220426,#ERROR!,  5.643 ,Fray Bentos,0
227548,21/8/2019,196893,#ERROR!,  2.214 ,Fray Bentos,3
227549,21/8/2019,220426,#ERROR!,  3.223 ,Fray Bentos,4
227547,21/8/2019,107134,#ERROR!,  9.798 ,Rivera,18
227544,21/8/2019,167651,#ERROR!,  3.627 ,Salto,2
227545,21/8/2019,163007,#ERROR!,  3.627 ,Canelones,0
227546,21/8/2019,176707,#ERROR!,  5.442 ,Florida,1
227543,21/8/2019,165693,#ERROR!,  9.798 ,Rivera,18
227543,21/8/2019,165693,#ERROR!,  1.993 ,Rivera,3
227542,21/8/2019,157252,#ERROR!,  3.627 ,Rivera,2
227540,21/8/2019,165240,#ERROR!,  5.079 ,Rivera,0
227541,21/8/2019,167910,#ERROR!,  4.462 ,Rivera,0
227539,21/8/2019,172705,#ERROR!,  10.887 ,Montevideo Céntrico,18
227535,21/8/2019,134985,#ERROR!,  5.442 ,Rivera,1
227536,21/8/2019,146164,#ERROR!,  5.643 ,Fray Bentos,0
227538,21/8/2019,136655,#ERROR!,  3.627 ,Rivera,2
227537,21/8/2019,159367,#ERROR!,  3.627 ,Rivera,2
227536,21/8/2019,146164,#ERROR!,  -   ,Fray Bentos,55
227532,21/8/2019,139113,#ERROR!,  6.531 ,Rivera,19
227533,21/8/2019,164576,#ERROR!,  3.627 ,Rivera,2
227534,21/8/2019,124817,#ERROR!,  9.798 ,Rivera,18
227531,21/8/2019,191603,#ERROR!,  5.442 ,Rocha,1
227528,21/8/2019,194278,#ERROR!,  2.214 ,Florida,3
227529,21/8/2019,137245,#ERROR!,  4.030 ,Rocha,0
227527,21/8/2019,137298,#ERROR!,  5.079 ,Maldonado,0
227530,21/8/2019,166721,#ERROR!,  2.214 ,Artigas,3
227524,21/8/2019,116961,#ERROR!,  2.214 ,Flores,3
227525,21/8/2019,182563,#ERROR!,  4.030 ,Montevideo Periferia,2
227526,21/8/2019,150679,#ERROR!,  3.223 ,Canelones,4
227521,21/8/2019,166103,#ERROR!,  2.214 ,Colonia,3
227522,21/8/2019,170365,#ERROR!,  9.798 ,Salto,18
227523,21/8/2019,206800,#ERROR!,  6.531 ,Soriano,19
227520,21/8/2019,733729,#ERROR!,  1.605 ,Artigas,3
227521,21/8/2019,166103,#ERROR!,  10.887 ,Colonia,18
227518,21/8/2019,198920,#ERROR!,  4.030 ,San José,2
227519,21/8/2019,180218,#ERROR!,  6.046 ,Maldonado,1
227517,21/8/2019,838673,#ERROR!,  3.627 ,Canelones,2
227516,21/8/2019,162724,#ERROR!,  2.901 ,Maldonado,4
227516,21/8/2019,162724,#ERROR!,  2.901 ,Maldonado,10
227514,21/8/2019,183005,#ERROR!,  2.901 ,Canelones,4
227515,21/8/2019,838673,#ERROR!,  3.627 ,Canelones,14
227512,21/8/2019,166276,#ERROR!,  5.925 ,Maldonado,20
227513,21/8/2019,183005,#ERROR!,  5.442 ,Canelones,1
227510,21/8/2019,161345,#ERROR!,  2.901 ,Artigas,10
227511,21/8/2019,181708,#ERROR!,  4.030 ,Treinta y Tres,2
227508,21/8/2019,173758,#ERROR!,  3.627 ,Rivera,2
227509,21/8/2019,169960,#ERROR!,  3.223 ,Treinta y Tres,4
227509,21/8/2019,169960,#ERROR!,  3.223 ,Treinta y Tres,10
227510,21/8/2019,161345,#ERROR!,  2.901 ,Artigas,4
227507,21/8/2019,161345,#ERROR!,  2.214 ,Artigas,3
227505,21/8/2019,127207,#ERROR!,  4.462 ,Rivera,0
227506,21/8/2019,180224,#ERROR!,  2.214 ,Rivera,3
227504,21/8/2019,125852,#ERROR!,  3.223 ,Rivera,4
227502,21/8/2019,172353,#ERROR!,  4.030 ,Maldonado,2
227503,21/8/2019,177058,#ERROR!,  9.798 ,Treinta y Tres,18
227502,21/8/2019,172353,#ERROR!,  3.223 ,Maldonado,10
227498,21/8/2019,180186,#ERROR!,  5.079 ,Treinta y Tres,0
227501,21/8/2019,172353,#ERROR!,  16.877 ,Maldonado,21
227500,21/8/2019,211348,#ERROR!,  803 ,San José,3
227497,21/8/2019,144906,#ERROR!,  7.256 ,Soriano,19
227494,21/8/2019,177039,#ERROR!,  2.214 ,Montevideo Céntrico,3
227495,21/8/2019,159023,#ERROR!,  4.030 ,Montevideo Céntrico,2
227496,21/8/2019,138968,#ERROR!,  5.079 ,San José,0
227490,21/8/2019,151825,#ERROR!,  5.805 ,Montevideo Céntrico,12
227491,21/8/2019,166674,#ERROR!,  3.223 ,Colonia,4
227491,21/8/2019,166674,#ERROR!,  6.046 ,Colonia,1
227492,21/8/2019,189751,#ERROR!,  5.442 ,Florida,1
227493,21/8/2019,167218,#ERROR!,  5.805 ,Rocha,12
227489,21/8/2019,220873,#ERROR!,  3.223 ,Colonia,4
227488,21/8/2019,115315,#ERROR!,  9.798 ,Florida,18
227486,21/8/2019,197254,#ERROR!,  2.901 ,Salto,10
227486,21/8/2019,197254,#ERROR!,  2.901 ,Salto,4
227485,21/8/2019,153182,#ERROR!,  2.901 ,Rocha,10
227481,21/8/2019,141457,#ERROR!,  7.620 ,Paysandú,43
227481,21/8/2019,141457,#ERROR!,  5.333 ,Paysandú,39
227482,21/8/2019,173824,#ERROR!,  2.901 ,Paysandú,4
227483,21/8/2019,162112,#ERROR!,  5.442 ,Montevideo Céntrico,1
227484,21/8/2019,213567,#ERROR!,  4.030 ,Fray Bentos,2
227485,21/8/2019,153182,#ERROR!,  2.901 ,Rocha,4
227479,21/8/2019,171151,#ERROR!,  2.901 ,Paysandú,4
227479,21/8/2019,171151,#ERROR!,  2.901 ,Paysandú,10
227478,21/8/2019,937499,#ERROR!,  5.442 ,Montevideo Periferia,1
227477,21/8/2019,161257,#ERROR!,  2.035 ,Rivera,3
227477,21/8/2019,161257,#ERROR!,  3.703 ,Rivera,2
227476,21/8/2019,937499,#ERROR!,  4.030 ,Montevideo Periferia,2
227477,21/8/2019,161257,#ERROR!,  2.962 ,Rivera,4
227474,21/8/2019,153401,#ERROR!,  3.627 ,Canelones,2
227475,21/8/2019,245469,#ERROR!,  4.030 ,Montevideo Periferia,2
227473,21/8/2019,187984,#ERROR!,  2.214 ,Maldonado,3
227472,21/8/2019,153401,#ERROR!,  2.901 ,Canelones,4
227473,21/8/2019,187984,#ERROR!,  10.887 ,Maldonado,18
227471,21/8/2019,153401,#ERROR!,  9.798 ,Canelones,18
227467,21/8/2019,170265,#ERROR!,  5.079 ,Montevideo Periferia,0
226149,13/8/2019,202690,#ERROR!,  2.214 ,Treinta y Tres,3
226150,13/8/2019,227807,#ERROR!,  4.030 ,Maldonado,2
226151,13/8/2019,132358,#ERROR!,  3.223 ,Treinta y Tres,4
226152,13/8/2019,201201,#ERROR!,  3.223 ,Colonia,10
226152,13/8/2019,201201,#ERROR!,  4.030 ,Colonia,2
226152,13/8/2019,201201,#ERROR!,  3.223 ,Colonia,4
226153,13/8/2019,125352,#ERROR!,  6.046 ,Florida,1
226154,13/8/2019,108459,#ERROR!,  5.442 ,Treinta y Tres,1
226155,13/8/2019,212083,#ERROR!,  10.887 ,Montevideo Céntrico,18
226155,13/8/2019,212083,#ERROR!,  2.214 ,Montevideo Céntrico,3
226156,13/8/2019,474797,#ERROR!,  4.030 ,Rocha,2
226157,13/8/2019,182119,#ERROR!,  9.798 ,Treinta y Tres,18
226158,13/8/2019,169711,#ERROR!,  4.462 ,Montevideo Periferia,0
226159,13/8/2019,164705,#ERROR!,  5.442 ,Treinta y Tres,1
226160,13/8/2019,198392,#ERROR!,  9.798 ,Florida,18
226161,13/8/2019,151011,#ERROR!,  3.223 ,Canelones,4
226162,13/8/2019,163018,#ERROR!,  3.627 ,Montevideo Periferia,2
226163,13/8/2019,177904,#ERROR!,  5.442 ,Montevideo Periferia,1
226164,13/8/2019,108059,#ERROR!,  1.993 ,Soriano,3
226165,13/8/2019,186689,#ERROR!,  5.877 ,Rocha,25
226165,13/8/2019,186689,#ERROR!,  3.627 ,Rocha,2
226166,13/8/2019,100590,#ERROR!,  3.223 ,Fray Bentos,4
226167,13/8/2019,160949,#ERROR!,  803 ,San José,3
226168,13/8/2019,173393,#ERROR!,  9.798 ,Rivera,18
226169,13/8/2019,159608,#ERROR!,  5.079 ,Montevideo Céntrico,0
226170,13/8/2019,132576,#ERROR!,  4.030 ,Rivera,2
226171,13/8/2019,120539,#ERROR!,  2.901 ,Rivera,4
